gene,stage,annotation
CG10191,4,"('anterior endoderm primordium', 'posterior endoderm primordium', 'head mesoderm primordium P2', 'trunk mesoderm primordium', 'ventral nerve cord primordium P3', 'inclusive hindgut primordium', 'procephalic ectoderm primordium')"
CG10191,5,"('embryonic central brain glia', 'procephalic neuroblasts', 'lateral cord glia', 'lateral cord neuron', 'brain primordium', 'ventral nerve cord primordium')"
CG10191,6,"('embryonic brain', 'ventral nerve cord', 'embryonic central nervous system', 'embryonic central brain neuron', 'embryonic central brain glia', 'lateral cord neuron', 'lateral cord glia')"
CG10197,2,"('subset', 'hypopharynx anlage in statu nascendi', 'head mesoderm anlage', 'subset')"
CG10197,3,"('head mesoderm primordium P4', 'hypopharynx anlage')"
CG10197,4,"('head mesoderm primordium P2', 'hypopharynx primordium P2', 'head mesoderm primordium P2', 'dorsal ectoderm primordium', 'trunk mesoderm primordium')"
CG10197,5,"('stomatogastric nervous system primordium', 'lateral cord glia', 'lateral cord neuron', 'dorsal epidermis primordium', 'corpus cardiacum primordium', 'brain primordium', 'fat body/gonad primordium', 'ventral nerve cord primordium', 'trunk mesoderm primordium', 'brain primordium', 'ventral sensory complex specific anlage', 'ventral nerve cord primordium', 'hypopharynx primordium P1', 'dorsal/lateral sensory complexes primordium', 'trunk mesoderm primordium', 'head mesoderm primordium')"
CG10197,6,"('ventral nerve cord', 'ventral sensory complex primordium', 'embryonic brain', 'sensory system head', 'embryonic/larval pericardial cell', 'embryonic/larval muscle system', 'embryonic/larval somatic muscle', 'dorsal/lateral sensory complexes', 'embryonic central nervous system', 'embryonic central brain glia', 'embryonic central brain neuron', 'embryonic central brain', 'embryonic stomatogastric nervous system', 'ventral sensory complex primordium', 'lateral cord glia', 'lateral cord neuron', 'sensory nervous system primordium', 'ventral nerve cord', 'embryonic brain')"
CG10200,6,"('embryonic foregut', 'embryonic proventriculus', 'embryonic rectum')"
CG10203,1,"('maternal', 'ubiquitous')"
CG10203,2,"('cellular blastoderm', 'ubiquitous')"
CG10203,3,"('procephalic ectoderm anlage', 'ventral ectoderm primordium P2', 'ubiquitous')"
CG10203,4,"('procephalic ectoderm primordium', 'ventral nerve cord primordium P3', 'ubiquitous')"
CG10203,5,"('embryonic central brain neuron', 'embryonic central brain glia', 'lateral cord neuron', 'lateral cord glia', 'anterior midgut primordium', 'posterior midgut primordium', 'brain primordium', 'ventral nerve cord primordium', 'ubiquitous')"
CG10203,6,"('embryonic central nervous system', 'embryonic brain', 'ventral nerve cord', 'embryonic midgut')"
CG10206,1,"('maternal',)"
CG10206,2,"('cellular blastoderm', 'maternal')"
CG10206,3,"('trunk mesoderm primordium P2', 'anterior endoderm anlage', 'posterior endoderm primordium P2', 'head mesoderm primordium P4', 'ubiquitous')"
CG10206,4,"('procephalic ectoderm primordium', 'ventral nerve cord primordium P3', 'anterior endoderm primordium', 'head mesoderm primordium P2', 'inclusive hindgut primordium', 'trunk mesoderm primordium', 'dorsal pharyngeal muscle primordium', 'head visceral muscle primordium', 'ubiquitous')"
CG10206,5,"('anterior midgut primordium', 'anal pad specific anlage', 'posterior midgut primordium', 'hindgut proper primordium', 'somatic muscle primordium', 'cardiac mesoderm primordium', 'dorsal pharyngeal muscle primordium', 'visceral muscle primordium', 'muscle system primordium', 'head visceral muscle primordium', 'ubiquitous', 'trunk mesoderm primordium')"
CG10206,6,"('embryonic optic lobe', 'embryonic anal pad', 'embryonic midgut', 'embryonic hindgut', 'embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval fat body', 'gonad', 'embryonic/larval visceral muscle', 'visceral muscle of esophagus')"
CG10207,1,"('maternal',)"
CG10207,2,"('faint ubiquitous',)"
CG10207,3,"('faint ubiquitous',)"
CG10207,4,"('faint ubiquitous', 'yolk nuclei')"
CG10207,5,"('Malpighian tubule primordium', 'Malpighian tubule tip cell primordium', 'amnioserosa', 'anterior midgut primordium', 'posterior midgut primordium', 'faint ubiquitous', 'yolk nuclei')"
CG10207,6,"('amnioserosa', 'embryonic Malpighian tubule', 'embryonic Malpighian tubule tip cell', 'embryonic midgut', 'faint ubiquitous')"
CG10208,6,"('embryonic ventral apodeme', 'embryonic hypopharynx')"
CG10209,1,"('maternal',)"
CG10209,2,"('cellular blastoderm', 'ubiquitous')"
CG10209,3,"('ubiquitous',)"
CG10209,6,"('embryonic midgut chamber',)"
CG1021,1,"('maternal', 'flag_for_volker')"
CG1021,2,"('cellular blastoderm', 'ubiquitous', 'posterior')"
CG1021,3,"('trunk mesoderm primordium P2', 'head mesoderm primordium P4', 'ubiquitous')"
CG1021,4,"('head mesoderm primordium P2', 'trunk mesoderm primordium', 'ubiquitous')"
CG1021,5,"('visceral muscle primordium', 'head mesoderm primordium', 'ubiquitous')"
CG1021,6,"('embryonic anal pad', 'embryonic/larval visceral muscle', 'visceral muscle of esophagus', 'ubiquitous')"
CG10210,1,"('maternal',)"
CG10210,3,"('ubiquitous',)"
CG10210,4,"('ubiquitous',)"
CG10210,5,"('ubiquitous', 'faint ubiquitous', 'anterior midgut primordium', 'posterior midgut primordium')"
CG10210,6,"('ubiquitous', 'faint ubiquitous', 'embryonic midgut')"
CG10211,6,"('embryonic epipharynx', 'embryonic hypopharynx', 'embryonic esophagus', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'clypeolabrum', 'embryonic head epidermis', 'embryonic proventriculus', 'atrium', 'embryonic anal pad')"
CG10212,1,"('maternal',)"
CG10212,2,"('cellular blastoderm', 'ubiquitous')"
CG10212,4,"('procephalic ectoderm primordium', 'ventral nerve cord primordium P3')"
CG10212,5,"('embryonic central brain glia', 'lateral cord glia', 'lateral cord neuron', 'brain primordium', 'ventral nerve cord primordium', 'anterior midgut primordium', 'posterior midgut primordium')"
CG10212,6,"('embryonic central brain glia', 'embryonic central brain surface glia', 'embryonic central brain neuron', 'embryonic brain', 'ventral nerve cord')"
CG10214,1,"('maternal', 'maternal')"
CG10214,5,"('anterior midgut primordium', 'posterior midgut primordium', 'visceral muscle primordium', 'visceral muscle primordium')"
CG10214,6,"('embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle', 'crystal cell', 'embryonic/larval muscle system', 'embryonic/larval visceral muscle', 'embryonic/larval somatic muscle', 'dorsal prothoracic pharyngeal muscle')"
CG10217,1,"('maternal',)"
CG10217,2,"('strong ubiquitous',)"
CG10217,3,"('strong ubiquitous',)"
CG10217,4,"('strong ubiquitous',)"
CG10217,5,"('strong ubiquitous',)"
CG10217,6,"('embryonic foregut', 'embryonic hindgut', 'ubiquitous')"
CG10229,6,"('ubiquitous',)"
CG10230,1,"('maternal',)"
CG10230,2,"('ubiquitous',)"
CG10230,3,"('ubiquitous', 'faint ubiquitous', 'anterior endoderm anlage', 'posterior endoderm primordium P2')"
CG10230,4,"('ubiquitous', 'trunk mesoderm primordium', 'head mesoderm primordium P2', 'anterior endoderm primordium', 'posterior endoderm primordium')"
CG10230,5,"('ubiquitous', 'anterior midgut primordium', 'posterior midgut primordium', 'trunk mesoderm primordium', 'head mesoderm primordium')"
CG10230,6,"('gonad', 'faint ubiquitous')"
CG10231,1,"('maternal',)"
CG10231,2,"('faint ubiquitous',)"
CG10231,3,"('posterior endoderm primordium P2',)"
CG10231,4,"('posterior endoderm primordium', 'anterior endoderm primordium')"
CG10231,5,"('visceral muscle primordium', 'proventriculus primordium', 'Malpighian tubule primordium', 'small intestine specific anlage', 'anterior midgut primordium', 'posterior midgut primordium')"
CG10231,6,"('embryonic/larval muscle system', 'embryonic/larval visceral muscle', 'gonad', 'ring gland')"
CG10233,6,"(""embryonic Bolwig's organ"",)"
CG10236,3,"('anterior endoderm anlage', 'posterior endoderm primordium P2')"
CG10236,4,"('anterior endoderm primordium', 'posterior endoderm primordium', 'head mesoderm primordium P2', 'trunk mesoderm primordium', 'amnioserosa primordium')"
CG10236,5,"('amnioserosa', 'tracheal primordium', 'hindgut proper primordium', 'dorsal epidermis primordium', 'head epidermis primordium P1', 'ventral epidermis primordium', 'trunk mesoderm primordium', 'head mesoderm primordium', 'anterior midgut primordium', 'posterior midgut primordium', 'foregut primordium')"
CG10236,6,"('embryonic dorsal epidermis', 'plasmatocytes', 'embryonic head epidermis', 'embryonic ventral epidermis', 'embryonic midgut', 'embryonic foregut', 'embryonic hindgut')"
CG1024,1,"('maternal', 'strong ubiquitous')"
CG1024,2,"('maternal', 'strong ubiquitous')"
CG1024,3,"('ubiquitous',)"
CG1024,4,"('ubiquitous',)"
CG1024,5,"('ubiquitous',)"
CG1024,6,"('ubiquitous',)"
CG10241,6,"('dorsal mesothoracic disc', 'dorsal metathoracic disc', 'gonad', 'ventral imaginal precursor')"
CG10244,6,"('embryonic head epidermis', 'embryonic epipharynx', 'embryonic hypopharynx', 'embryonic esophagus', 'atrium', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic/larval tracheal system', 'embryonic hindgut', 'embryonic foregut', 'embryonic anal pad')"
CG10249,5,"('midline primordium',)"
CG10249,6,"('embryonic foregut', 'sensory nervous system primordium', 'embryonic epipharynx', 'embryonic hypopharynx', 'embryonic proventriculus', 'ventral sensory complex primordium', 'dorsal prothoracic pharyngeal muscle', 'dorsal/lateral sensory complexes')"
CG10250,5,"('somatic muscle primordium', 'muscle system primordium', 'somatic muscle primordium')"
CG10250,6,"('embryonic/larval somatic muscle', 'embryonic/larval somatic muscle', 'embryonic/larval muscle system')"
CG10253,5,"('brain primordium', 'ventral nerve cord primordium')"
CG10253,6,"('embryonic central brain neuron', 'embryonic central brain glia', 'embryonic central brain surface glia', 'sensory system head', 'ventral nerve cord', 'lateral cord neuron', 'lateral cord glia', 'ventral midline', 'sensory nervous system primordium', 'adult hindgut precursor', 'embryonic brain', 'embryonic maxillary sensory complex', 'embryonic anal pad', 'ventral sensory complex primordium', 'embryonic/larval posterior spiracle', 'embryonic hindgut')"
CG10267,1,"('maternal',)"
CG10267,2,"('strong ubiquitous',)"
CG10267,3,"('strong ubiquitous',)"
CG10267,4,"('strong ubiquitous',)"
CG10267,5,"('strong ubiquitous',)"
CG10267,6,"('embryonic brain', 'ventral nerve cord', 'embryonic midgut', 'gonad', 'ubiquitous')"
CG10269,1,"('maternal', 'maternal')"
CG10270,1,"('maternal',)"
CG10270,2,"('faint ubiquitous', 'ubiquitous')"
CG10270,3,"('ubiquitous', 'faint ubiquitous')"
CG10270,4,"('ventral nerve cord primordium P3', 'ubiquitous', 'faint ubiquitous')"
CG10270,5,"('faint ubiquitous', 'brain primordium', 'ventral nerve cord primordium')"
CG10270,6,"('embryonic brain', 'ventral nerve cord', 'faint ubiquitous')"
CG10274,1,"('maternal', 'maternal')"
CG10278,3,"('anterior endoderm anlage', 'posterior endoderm primordium P2', 'hindgut anlage')"
CG10278,4,"('anterior endoderm primordium', 'posterior endoderm primordium', 'Malpighian tubule anlage', 'inclusive hindgut primordium')"
CG10278,5,"('anterior midgut primordium', 'posterior midgut primordium', 'proventriculus primordium', 'Malpighian tubule primordium')"
CG10278,6,"('embryonic midgut', 'embryonic midgut chamber', 'embryonic Malpighian tubule', 'embryonic proventriculus')"
CG1028,2,"('cellular blastoderm', 'subset', 'ventral ectoderm anlage in statu nascendi', 'dorsal ectoderm anlage in statu nascendi')"
CG1028,3,"('ventral ectoderm primordium P2',)"
CG1028,4,"('ventral nerve cord primordium P3', 'ventral ectoderm primordium')"
CG1028,5,"('lateral cord glia', 'lateral cord neuron', 'neuroblasts of ventral nervous system', 'ventral epidermis primordium')"
CG1028,6,"('embryonic central nervous system', 'embryonic central brain glia', 'embryonic central brain neuron', 'embryonic ventral epidermis', 'ventral nerve cord', 'lateral cord glia', 'lateral cord neuron')"
CG10281,1,"('maternal',)"
CG10281,2,"('cellular blastoderm', 'anlage in statu nascendi', 'ectoderm anlage in statu nascendi', 'procephalic ectoderm anlage in statu nascendi', 'visual anlage in statu nascendi', 'foregut anlage in statu nascendi', 'ventral ectoderm anlage in statu nascendi', 'mesectoderm anlage in statu nascendi', 'dorsal ectoderm anlage in statu nascendi', 'amnioserosa anlage in statu nascendi', 'endoderm anlage in statu nascendi', 'posterior endoderm anlage in statu nascendi', 'hindgut anlage in statu nascendi', 'mesoderm anlage in statu nascendi', 'trunk mesoderm anlage in statu nascendi')"
CG10281,3,"('ventral ectoderm primordium P2', 'anterior endoderm anlage', 'posterior endoderm primordium P2', 'head mesoderm primordium P4', 'trunk mesoderm primordium P2', 'hindgut anlage', 'procephalic ectoderm anlage', 'mesectoderm primordium', 'dorsal ectoderm primordium', 'visual anlage', 'foregut anlage', 'ventral nerve cord anlage')"
CG10281,4,"('trunk mesoderm primordium', 'amnioserosa')"
CG10281,5,"('posterior midgut primordium', 'anterior midgut primordium', 'amnioserosa')"
CG10281,6,"('embryonic proventriculus', 'embryonic salivary gland', 'embryonic proventriculus outer layer', 'embryonic midgut')"
CG10283,2,"('subset', 'gap', 'dorsal ectoderm anlage in statu nascendi', 'ventral ectoderm anlage in statu nascendi', 'trunk mesoderm anlage in statu nascendi')"
CG10286,1,"('maternal',)"
CG10286,3,"('ubiquitous',)"
CG10286,4,"('anterior endoderm primordium', 'posterior endoderm primordium', 'trunk mesoderm primordium')"
CG10286,5,"('anterior midgut primordium', 'posterior midgut primordium', 'dorsal pharyngeal muscle primordium', 'somatic muscle primordium', 'plasmatocytes anlage', 'visceral muscle primordium', 'muscle system primordium', 'salivary gland primordium', 'trunk mesoderm primordium')"
CG10286,6,"('embryonic midgut', 'embryonic/larval muscle system', 'plasmatocytes', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle')"
CG10287,2,"('subset', 'anlage in statu nascendi', 'ectoderm anlage in statu nascendi', 'procephalic ectoderm anlage in statu nascendi')"
CG10287,4,"('Malpighian tubule anlage',)"
CG10287,5,"('tracheal primordium',)"
CG10287,6,"('embryonic foregut', 'embryonic/larval tracheal system', 'crystal cell', 'embryonic salivary gland common duct', 'embryonic salivary gland duct')"
CG10293,1,"('maternal',)"
CG10297,6,"('embryonic ventral epidermis', 'embryonic dorsal epidermis')"
CG1030,2,"('ventral ectoderm anlage in statu nascendi', 'dorsal ectoderm anlage in statu nascendi')"
CG1030,3,"('ventral ectoderm primordium P2', 'dorsal ectoderm primordium')"
CG1030,4,"('dorsal ectoderm primordium', 'ventral ectoderm primordium', 'ventral nerve cord primordium P3')"
CG1030,5,"('ventral epidermis primordium', 'dorsal epidermis primordium')"
CG1030,6,"('embryonic ventral epidermis', 'ventral nerve cord', 'lateral cord', 'embryonic dorsal epidermis')"
CG10300,5,"('posterior midgut primordium', 'interstitial cells primordium')"
CG10300,6,"('embryonic midgut', 'embryonic midgut interstitial cell')"
CG10308,1,"('maternal', 'pole plasm')"
CG10309,1,"('maternal',)"
CG10309,2,"('ubiquitous',)"
CG10309,3,"('ubiquitous', 'ventral nerve cord anlage')"
CG10309,4,"('ventral nerve cord primordium P3', 'central brain primordium P3', 'ubiquitous')"
CG10309,5,"('ubiquitous', 'brain primordium', 'ventral nerve cord primordium')"
CG10309,6,"('faint ubiquitous', 'embryonic brain', 'ventral nerve cord')"
CG1031,1,"('maternal',)"
CG1031,2,"('rapidly degraded', 'posterior endoderm anlage in statu nascendi')"
CG1031,3,"('pole cell', 'posterior endoderm primordium P2')"
CG1031,6,"('embryonic midgut chamber', 'germ cell', 'embryonic midgut')"
CG10315,1,"('maternal', 'ubiquitous')"
CG10315,2,"('faint ubiquitous',)"
CG10315,4,"('ubiquitous', 'faint ubiquitous')"
CG10315,5,"('ubiquitous', 'faint ubiquitous', 'anterior midgut primordium', 'posterior midgut primordium')"
CG10315,6,"('embryonic salivary gland', 'ubiquitous', 'faint ubiquitous', 'embryonic proventriculus', 'embryonic epipharynx', 'embryonic hypopharynx', 'embryonic salivary gland body', 'embryonic hindgut', 'embryonic midgut')"
CG10318,2,"('maternal', 'ubiquitous')"
CG10318,4,"('faint ubiquitous', 'ubiquitous')"
