gene,stage,direction,image_url
CG10191,1,lateral,"('18652_s.bmp', '50808_s.bmp')"
CG10191,2,lateral,"('50809_s.bmp', '18653_s.bmp', '18654_s.bmp')"
CG10191,3,dorsal,"('18656_s.bmp',)"
CG10191,3,lateral,"('18657_s.bmp', '50810_s.bmp')"
CG10191,4,lateral,"('18658_s.bmp',)"
CG10191,5,lateral,"('18659_s.bmp', '18660_s.bmp', '50811_s.bmp', '50812_s.bmp')"
CG10191,6,dorsal,"('50814_s.bmp', '50815_s.bmp', '18662_s.bmp')"
CG10191,6,lateral,"('18661_s.bmp',)"
CG10206,1,lateral,"('62854_s.bmp',)"
CG10206,2,lateral,"('62855_s.bmp',)"
CG10206,3,lateral,"('62861_s.bmp',)"
CG10206,4,lateral,"('62856_s.bmp',)"
CG10206,5,lateral,"('62857_s.bmp', '62858_s.bmp')"
CG10206,6,dorsal,"('62862_s.bmp', '62863_s.bmp', '62867_s.bmp')"
CG10206,6,lateral,"('62859_s.bmp', '62860_s.bmp', '62864_s.bmp', '62865_s.bmp', '62866_s.bmp')"
CG10207,1,lateral,"('27868_s.bmp',)"
CG10207,2,lateral,"('27879_s.bmp',)"
CG10207,3,lateral,"('27869_s.bmp',)"
CG10207,4,lateral,"('27881_s.bmp',)"
CG10207,5,dorsal,"('27873_s.bmp',)"
CG10207,5,lateral,"('27870_s.bmp', '27871_s.bmp', '27872_s.bmp', '27882_s.bmp', '27883_s.bmp', '27884_s.bmp')"
CG10207,6,dorsal,"('27875_s.bmp', '27885_s.bmp')"
CG10207,6,lateral,"('27874_s.bmp', '27877_s.bmp', '27878_s.bmp')"
CG10207,6,ventral,"('27876_s.bmp',)"
CG10208,6,dorsal,"('48364_s.bmp',)"
CG10208,6,lateral,"('48363_s.bmp',)"
CG10209,2,lateral,"('70287_s.bmp',)"
CG10209,3,lateral,"('70288_s.bmp',)"
CG10209,6,lateral,"('70282_s.bmp', '70284_s.bmp', '70285_s.bmp', '70286_s.bmp')"
CG10210,1,lateral,"('65364_s.bmp', '65365_s.bmp')"
CG10210,3,lateral,"('65368_s.bmp', '65369_s.bmp')"
CG10210,4,dorsal,"('65375_s.bmp',)"
CG10210,5,dorsal,"('65373_s.bmp',)"
CG10210,5,lateral,"('65370_s.bmp', '65371_s.bmp')"
CG10210,6,lateral,"('65374_s.bmp',)"
CG10211,6,dorsal,"('74517_s.bmp',)"
CG10211,6,lateral,"('74518_s.bmp', '74519_s.bmp', '74520_s.bmp', '74521_s.bmp', '74522_s.bmp', '74523_s.bmp', '74524_s.bmp')"
CG10211,6,ventral,"('74525_s.bmp', '74526_s.bmp')"
CG10212,1,lateral,"('28791_s.bmp',)"
CG10212,2,lateral,"('28792_s.bmp',)"
CG10212,4,dorsal,"('28793_s.bmp',)"
CG10212,4,lateral,"('28794_s.bmp',)"
CG10212,5,lateral,"('28795_s.bmp', '28796_s.bmp', '28797_s.bmp', '28798_s.bmp')"
CG10212,6,dorsal,"('28799_s.bmp',)"
CG10212,6,lateral,"('28800_s.bmp',)"
CG10212,6,ventral,"('28801_s.bmp', '28802_s.bmp')"
CG10229,6,dorsal,"('33883_s.bmp', '33884_s.bmp')"
CG10229,6,lateral,"('33885_s.bmp',)"
CG10230,1,lateral,"('51694_s.bmp',)"
CG10230,2,lateral,"('51695_s.bmp',)"
CG10230,4,lateral,"('51696_s.bmp', '51697_s.bmp')"
CG10230,5,dorsal,"('51699_s.bmp',)"
CG10230,5,ventral,"('51698_s.bmp',)"
CG10230,6,dorsal,"('51701_s.bmp',)"
CG10230,6,lateral,"('51700_s.bmp',)"
CG10231,1,lateral,"('42508_s.bmp',)"
CG10231,2,lateral,"('42509_s.bmp', '42510_s.bmp')"
CG10231,4,dorsal,"('42527_s.bmp',)"
CG10231,5,dorsal,"('42513_s.bmp',)"
CG10231,5,lateral,"('42512_s.bmp', '42514_s.bmp', '42516_s.bmp', '42517_s.bmp', '42518_s.bmp', '42519_s.bmp')"
CG10231,5,ventral,"('42515_s.bmp',)"
CG10231,6,dorsal,"('42524_s.bmp', '42528_s.bmp')"
CG10231,6,ventral,"('42521_s.bmp',)"
CG10236,3,dorsal,"('73284_s.bmp', '73285_s.bmp')"
CG10236,3,lateral,"('73283_s.bmp', '73286_s.bmp')"
CG10236,4,dorsal,"('73289_s.bmp', '73290_s.bmp')"
CG10236,4,lateral,"('73288_s.bmp',)"
CG10236,5,lateral,"('73291_s.bmp', '73292_s.bmp', '73293_s.bmp', '73297_s.bmp')"
CG10236,6,dorsal,"('73221_s.bmp', '73230_s.bmp', '73295_s.bmp')"
CG10236,6,lateral,"('73218_s.bmp', '73219_s.bmp', '73223_s.bmp', '73232_s.bmp', '73294_s.bmp')"
CG10236,6,ventral,"('73220_s.bmp', '73222_s.bmp', '73231_s.bmp')"
CG10241,6,lateral,"('60598_s.bmp',)"
CG10241,6,ventral,"('60600_s.bmp',)"
CG10244,6,dorsal,"('25625_s.bmp', '25630_s.bmp')"
CG10244,6,lateral,"('25626_s.bmp', '25629_s.bmp')"
CG10244,6,ventral,"('25628_s.bmp',)"
CG10249,5,lateral,"('57239_s.bmp', '57245_s.bmp', '57251_s.bmp')"
CG10249,5,ventral,"('57238_s.bmp', '57240_s.bmp', '57241_s.bmp', '57242_s.bmp')"
CG10249,6,lateral,"('57255_s.bmp', '57260_s.bmp')"
CG10249,6,ventral,"('57254_s.bmp',)"
CG10253,5,dorsal,"('41847_s.bmp',)"
CG10253,5,lateral,"('41837_s.bmp',)"
CG10253,6,lateral,"('41838_s.bmp', '41843_s.bmp')"
CG10253,6,ventral,"('41839_s.bmp', '41840_s.bmp', '41842_s.bmp', '41844_s.bmp')"
CG10267,1,lateral,"('103644_s.bmp',)"
CG10267,2,lateral,"('103632_s.bmp',)"
CG10267,3,lateral,"('103646_s.bmp', '103647_s.bmp')"
CG10267,4,dorsal,"('103633_s.bmp', '103634_s.bmp')"
CG10267,4,lateral,"('103635_s.bmp', '103636_s.bmp', '103637_s.bmp', '103638_s.bmp')"
CG10267,5,lateral,"('103640_s.bmp',)"
CG10267,6,dorsal,"('103649_s.bmp',)"
CG10267,6,lateral,"('103641_s.bmp',)"
CG10267,6,ventral,"('103642_s.bmp', '103643_s.bmp')"
CG10269,1,lateral,"('106100_s.bmp', '106101_s.bmp')"
CG10278,3,dorsal,"('21002_s.bmp',)"
CG10278,3,lateral,"('37363_s.bmp', '20999_s.bmp', '21000_s.bmp', '21001_s.bmp', '21003_s.bmp')"
CG10278,4,dorsal,"('21004_s.bmp', '37364_s.bmp', '37365_s.bmp')"
CG10278,4,lateral,"('37366_s.bmp',)"
CG10278,5,lateral,"('37367_s.bmp', '37368_s.bmp', '21007_s.bmp')"
CG10278,6,dorsal,"('21009_s.bmp', '21012_s.bmp', '21013_s.bmp', '37369_s.bmp')"
CG10278,6,lateral,"('21010_s.bmp', '21015_s.bmp', '37370_s.bmp')"
CG10278,6,ventral,"('21016_s.bmp',)"
CG1028,2,dorsal,"('18560_s.bmp',)"
CG1028,2,lateral,"('18537_s.bmp', '18538_s.bmp', '18539_s.bmp', '18540_s.bmp', '18541_s.bmp')"
CG1028,2,ventral,"('18561_s.bmp',)"
CG1028,3,lateral,"('18543_s.bmp',)"
CG1028,4,dorsal,"('18545_s.bmp', '18547_s.bmp')"
CG1028,4,lateral,"('18546_s.bmp', '18549_s.bmp')"
CG1028,4,ventral,"('18544_s.bmp', '18548_s.bmp')"
CG1028,5,lateral,"('18550_s.bmp', '18551_s.bmp', '18552_s.bmp', '18563_s.bmp', '18564_s.bmp')"
CG1028,6,dorsal,"('18554_s.bmp',)"
CG1028,6,lateral,"('18555_s.bmp', '18559_s.bmp', '18565_s.bmp', '18566_s.bmp')"
CG1028,6,ventral,"('18553_s.bmp', '18556_s.bmp', '18558_s.bmp')"
CG10283,2,dorsal,"('14002_s.bmp',)"
CG10283,2,lateral,"('13998_s.bmp', '13999_s.bmp')"
CG10283,2,ventral,"('14000_s.bmp', '14001_s.bmp')"
CG10286,3,lateral,"('56569_s.bmp',)"
CG10286,4,lateral,"('56570_s.bmp',)"
CG10286,5,lateral,"('56571_s.bmp', '56572_s.bmp', '56573_s.bmp', '56575_s.bmp')"
CG10286,6,dorsal,"('56579_s.bmp',)"
CG10286,6,lateral,"('56578_s.bmp',)"
CG10286,6,ventral,"('56577_s.bmp',)"
CG10287,2,dorsal,"('49965_s.bmp', '49966_s.bmp', '68841_s.bmp', '49965_s.bmp', '49966_s.bmp')"
CG10287,2,lateral,"('23829_s.bmp', '49963_s.bmp', '49967_s.bmp', '49968_s.bmp', '68840_s.bmp', '68842_s.bmp', '68843_s.bmp', '68848_s.bmp', '23827_s.bmp', '23828_s.bmp', '23829_s.bmp', '23852_s.bmp', '49963_s.bmp', '49967_s.bmp', '49968_s.bmp')"
CG10287,4,dorsal,"('49971_s.bmp', '49971_s.bmp')"
CG10287,4,lateral,"('23832_s.bmp', '49970_s.bmp', '23832_s.bmp', '49970_s.bmp')"
CG10287,5,lateral,"('49972_s.bmp', '23833_s.bmp', '23848_s.bmp', '23833_s.bmp', '23848_s.bmp', '49972_s.bmp')"
CG10287,6,dorsal,"('23835_s.bmp', '23846_s.bmp', '23851_s.bmp', '23835_s.bmp', '23846_s.bmp', '23851_s.bmp')"
CG10287,6,lateral,"('23834_s.bmp', '23837_s.bmp', '23838_s.bmp', '23839_s.bmp', '23841_s.bmp', '23843_s.bmp', '23845_s.bmp', '23847_s.bmp', '23849_s.bmp', '23850_s.bmp', '23854_s.bmp', '49974_s.bmp', '68846_s.bmp', '23834_s.bmp', '23837_s.bmp', '23838_s.bmp', '23839_s.bmp', '23841_s.bmp', '23843_s.bmp', '23845_s.bmp', '23847_s.bmp', '23849_s.bmp', '23850_s.bmp', '23854_s.bmp', '49974_s.bmp')"
CG10287,6,ventral,"('23836_s.bmp', '23842_s.bmp', '23844_s.bmp', '68844_s.bmp', '23836_s.bmp', '23842_s.bmp', '23844_s.bmp')"
CG10293,1,lateral,"('73443_s.bmp',)"
CG10297,6,dorsal,"('43400_s.bmp',)"
CG10300,5,lateral,"('38892_s.bmp', '38893_s.bmp')"
CG10300,5,ventral,"('38894_s.bmp',)"
CG10300,6,dorsal,"('38895_s.bmp', '38896_s.bmp', '38897_s.bmp', '38898_s.bmp')"
CG10300,6,lateral,"('38899_s.bmp',)"
CG10308,1,lateral,"('73696_s.bmp', '73697_s.bmp', '73698_s.bmp', '73699_s.bmp')"
CG1031,1,lateral,"('57786_s.bmp', '57787_s.bmp', '57788_s.bmp')"
CG1031,2,dorsal,"('57790_s.bmp',)"
CG1031,2,lateral,"('57789_s.bmp',)"
CG1031,2,ventral,"('57791_s.bmp',)"
CG1031,3,dorsal,"('57792_s.bmp',)"
CG1031,6,lateral,"('57795_s.bmp', '57796_s.bmp')"
CG10315,1,lateral,"('23881_s.bmp',)"
CG10315,2,lateral,"('23882_s.bmp',)"
CG10315,4,dorsal,"('23883_s.bmp',)"
CG10315,4,ventral,"('23884_s.bmp',)"
CG10315,5,lateral,"('23885_s.bmp', '23886_s.bmp', '23887_s.bmp', '23889_s.bmp')"
CG10315,5,ventral,"('23888_s.bmp',)"
CG10315,6,lateral,"('23890_s.bmp', '23892_s.bmp')"
CG10315,6,ventral,"('23891_s.bmp',)"
CG10321,1,lateral,"('106872_s.bmp',)"
CG10321,4,lateral,"('106875_s.bmp',)"
CG10321,5,dorsal,"('106876_s.bmp',)"
CG10326,1,lateral,"('60782_s.bmp',)"
CG10326,2,dorsal,"('60791_s.bmp',)"
CG10326,2,lateral,"('60783_s.bmp', '60784_s.bmp')"
CG10326,3,dorsal,"('60794_s.bmp',)"
CG10326,3,ventral,"('60793_s.bmp',)"
CG10326,4,dorsal,"('60786_s.bmp',)"
CG10326,4,lateral,"('60785_s.bmp', '60787_s.bmp')"
CG10326,5,lateral,"('60788_s.bmp',)"
CG10326,6,dorsal,"('60789_s.bmp', '60797_s.bmp', '60798_s.bmp')"
CG10326,6,lateral,"('60790_s.bmp',)"
CG10326,6,ventral,"('60796_s.bmp',)"
CG10327,1,lateral,"('11617_s.bmp', '11618_s.bmp', '11619_s.bmp')"
CG10327,2,lateral,"('11603_s.bmp', '11620_s.bmp', '11621_s.bmp')"
CG10327,3,lateral,"('11622_s.bmp',)"
CG10327,4,dorsal,"('11604_s.bmp', '11606_s.bmp')"
CG10327,4,lateral,"('11605_s.bmp', '11607_s.bmp', '11608_s.bmp', '11623_s.bmp')"
CG10327,5,dorsal,"('11612_s.bmp',)"
CG10327,5,lateral,"('11609_s.bmp', '11610_s.bmp', '11611_s.bmp', '11613_s.bmp')"
CG10327,6,dorsal,"('11616_s.bmp', '11624_s.bmp')"
CG10327,6,lateral,"('11614_s.bmp', '11615_s.bmp')"
CG10334,1,lateral,"('43988_s.bmp',)"
CG10334,2,lateral,"('43989_s.bmp', '43990_s.bmp')"
CG10334,3,lateral,"('43991_s.bmp',)"
CG10334,5,lateral,"('43992_s.bmp',)"
CG10334,5,ventral,"('43993_s.bmp',)"
CG10334,6,dorsal,"('43994_s.bmp', '43995_s.bmp', '43998_s.bmp')"
CG10334,6,lateral,"('43996_s.bmp', '43997_s.bmp')"
CG10335,5,lateral,"('48067_s.bmp',)"
CG10335,6,dorsal,"('48070_s.bmp', '48075_s.bmp')"
CG10335,6,lateral,"('48071_s.bmp', '48074_s.bmp')"
CG10338,1,lateral,"('32775_s.bmp',)"
CG10338,2,lateral,"('32776_s.bmp',)"
CG10338,4,lateral,"('32777_s.bmp',)"
CG10338,5,lateral,"('32787_s.bmp', '32788_s.bmp')"
CG10338,5,ventral,"('32786_s.bmp',)"
CG10338,6,dorsal,"('32783_s.bmp', '32785_s.bmp')"
CG10338,6,lateral,"('32778_s.bmp', '32779_s.bmp', '32780_s.bmp', '32781_s.bmp', '32784_s.bmp')"
CG10338,6,ventral,"('32782_s.bmp',)"
CG1034,1,lateral,"('58233_s.bmp', '58234_s.bmp', '58235_s.bmp', '14933_s.bmp', '14934_s.bmp', '14944_s.bmp', '58233_s.bmp', '58234_s.bmp', '58235_s.bmp', '14932_s.bmp', '14933_s.bmp', '14934_s.bmp', '14944_s.bmp')"
CG1034,2,lateral,"('14935_s.bmp', '14936_s.bmp', '14938_s.bmp', '14939_s.bmp', '14935_s.bmp', '14936_s.bmp', '14939_s.bmp', '58237_s.bmp', '58238_s.bmp', '58236_s.bmp', '58237_s.bmp', '58238_s.bmp')"
CG10341,2,lateral,"('54206_s.bmp',)"
CG10341,2,ventral,"('54204_s.bmp', '54205_s.bmp')"
CG10341,3,lateral,"('54207_s.bmp',)"
CG10341,5,lateral,"('54208_s.bmp', '54213_s.bmp')"
CG10341,5,ventral,"('54209_s.bmp',)"
CG10341,6,dorsal,"('54214_s.bmp', '54215_s.bmp', '54216_s.bmp')"
CG10341,6,lateral,"('54210_s.bmp',)"
CG10346,1,lateral,"('39923_s.bmp', '39924_s.bmp')"
CG10346,2,lateral,"('39925_s.bmp',)"
CG10359,6,lateral,"('59629_s.bmp', '59635_s.bmp', '59637_s.bmp', '59639_s.bmp')"
CG10359,6,ventral,"('59642_s.bmp',)"
CG10360,1,lateral,"('33930_s.bmp',)"
CG10360,2,lateral,"('33933_s.bmp', '33935_s.bmp', '33946_s.bmp')"
CG10360,2,ventral,"('33942_s.bmp', '33943_s.bmp', '33966_s.bmp')"
CG10360,4,dorsal,"('33958_s.bmp',)"
CG10360,4,lateral,"('33956_s.bmp', '33957_s.bmp')"
CG10360,5,dorsal,"('33965_s.bmp',)"
CG10360,5,lateral,"('33959_s.bmp',)"
CG10360,5,ventral,"('33938_s.bmp', '33961_s.bmp')"
CG10360,6,lateral,"('33939_s.bmp',)"
CG10360,6,ventral,"('33941_s.bmp', '33967_s.bmp')"
CG10361,6,dorsal,"('28050_s.bmp',)"
CG10361,6,lateral,"('28047_s.bmp', '28049_s.bmp', '28051_s.bmp')"
CG10361,6,ventral,"('28044_s.bmp', '28045_s.bmp', '28046_s.bmp', '28052_s.bmp')"
CG10364,2,dorsal,"('57733_s.bmp',)"
CG10364,3,lateral,"('57734_s.bmp', '57738_s.bmp')"
CG10364,4,lateral,"('57735_s.bmp',)"
CG10364,5,dorsal,"('57736_s.bmp',)"
CG10364,5,lateral,"('57740_s.bmp',)"
CG10364,5,ventral,"('57739_s.bmp',)"
CG10364,6,dorsal,"('57741_s.bmp',)"
CG10364,6,lateral,"('57737_s.bmp',)"
CG10367,1,dorsal,"('74527_s.bmp',)"
CG10367,6,dorsal,"('74532_s.bmp',)"
CG10367,6,lateral,"('74533_s.bmp', '74534_s.bmp', '74535_s.bmp', '74536_s.bmp')"
CG10370,1,lateral,"('56991_s.bmp',)"
CG10370,2,lateral,"('56992_s.bmp', '56993_s.bmp')"
CG10370,3,lateral,"('56998_s.bmp',)"
CG10370,4,lateral,"('56994_s.bmp',)"
CG10370,5,lateral,"('56995_s.bmp',)"
CG10370,6,ventral,"('56996_s.bmp', '56997_s.bmp')"
CG10371,1,lateral,"('27185_s.bmp',)"
CG10371,6,dorsal,"('27190_s.bmp', '27192_s.bmp', '27196_s.bmp', '27197_s.bmp')"
CG10371,6,lateral,"('27194_s.bmp',)"
CG10371,6,ventral,"('27191_s.bmp', '27195_s.bmp')"
CG10374,5,lateral,"('74544_s.bmp', '74547_s.bmp', '74548_s.bmp', '74549_s.bmp')"
CG10374,6,dorsal,"('74541_s.bmp', '74550_s.bmp', '74551_s.bmp', '74554_s.bmp', '74555_s.bmp')"
CG10374,6,lateral,"('74542_s.bmp', '74543_s.bmp', '74545_s.bmp', '74558_s.bmp', '74559_s.bmp')"
CG10374,6,ventral,"('74546_s.bmp',)"
CG10379,1,lateral,"('12188_s.bmp',)"
CG10379,2,ventral,"('12189_s.bmp', '12190_s.bmp')"
CG10379,3,dorsal,"('12191_s.bmp',)"
CG10379,4,lateral,"('12192_s.bmp',)"
CG10379,5,dorsal,"('12194_s.bmp', '12200_s.bmp')"
CG10379,5,lateral,"('12193_s.bmp', '12196_s.bmp', '12197_s.bmp', '12201_s.bmp', '12202_s.bmp')"
CG10379,5,ventral,"('12195_s.bmp', '12198_s.bmp', '12199_s.bmp')"
CG10379,6,lateral,"('12203_s.bmp', '12204_s.bmp')"
CG10382,5,dorsal,"('47415_s.bmp', '47416_s.bmp')"
CG10382,5,lateral,"('47417_s.bmp', '47421_s.bmp', '47422_s.bmp')"
CG10382,5,ventral,"('47423_s.bmp',)"
CG10382,6,dorsal,"('47418_s.bmp', '47427_s.bmp')"
CG10382,6,lateral,"('47419_s.bmp', '47425_s.bmp', '47426_s.bmp', '47431_s.bmp')"
CG10382,6,ventral,"('47428_s.bmp',)"
CG10385,1,lateral,"('21613_s.bmp',)"
CG10385,2,dorsal,"('21615_s.bmp',)"
CG10385,2,lateral,"('21617_s.bmp',)"
CG10385,2,ventral,"('21614_s.bmp', '21616_s.bmp')"
CG10385,4,lateral,"('21619_s.bmp',)"
CG10385,5,lateral,"('21620_s.bmp', '21622_s.bmp', '21623_s.bmp', '21624_s.bmp')"
CG10385,6,dorsal,"('21627_s.bmp',)"
CG10385,6,lateral,"('21625_s.bmp', '21626_s.bmp', '21628_s.bmp')"
CG10388,2,lateral,"('78436_s.bmp', '78446_s.bmp', '78465_s.bmp')"
CG10388,2,ventral,"('78447_s.bmp', '78448_s.bmp', '78466_s.bmp')"
CG10388,3,dorsal,"('78449_s.bmp',)"
CG10388,3,lateral,"('78437_s.bmp', '78438_s.bmp', '78464_s.bmp', '78467_s.bmp', '78476_s.bmp', '78477_s.bmp')"
CG10388,3,ventral,"('78439_s.bmp', '78450_s.bmp', '78451_s.bmp')"
CG10388,4,dorsal,"('78468_s.bmp',)"
CG10388,4,lateral,"('78452_s.bmp', '78471_s.bmp', '78472_s.bmp')"
CG10388,4,ventral,"('78473_s.bmp',)"
CG10388,5,dorsal,"('78440_s.bmp',)"
CG10388,5,lateral,"('78442_s.bmp', '78443_s.bmp', '78454_s.bmp', '78455_s.bmp', '78456_s.bmp', '78474_s.bmp')"
CG10388,5,ventral,"('78457_s.bmp',)"
CG10388,6,dorsal,"('78458_s.bmp', '78459_s.bmp')"
CG10388,6,lateral,"('78444_s.bmp', '78460_s.bmp', '78461_s.bmp', '78462_s.bmp')"
CG10388,6,ventral,"('78463_s.bmp',)"
CG10391,1,lateral,"('64134_s.bmp', '64140_s.bmp', '7738_s.bmp')"
CG10391,2,lateral,"('7729_s.bmp', '7739_s.bmp', '7741_s.bmp', '7742_s.bmp', '7744_s.bmp', '7745_s.bmp', '7746_s.bmp', '7747_s.bmp', '7748_s.bmp', '64105_s.bmp', '64106_s.bmp', '64108_s.bmp', '64112_s.bmp')"
CG10391,2,ventral,"('7743_s.bmp', '7752_s.bmp', '64107_s.bmp', '64109_s.bmp', '64110_s.bmp')"
CG10391,3,dorsal,"('7732_s.bmp',)"
CG10391,3,lateral,"('64113_s.bmp', '64124_s.bmp', '64131_s.bmp', '7730_s.bmp')"
CG10391,3,ventral,"('64125_s.bmp', '64132_s.bmp', '7731_s.bmp')"
CG10391,4,lateral,"('7733_s.bmp', '7749_s.bmp', '64141_s.bmp', '64142_s.bmp')"
CG10391,5,dorsal,"('64135_s.bmp', '7736_s.bmp')"
CG10391,5,lateral,"('64115_s.bmp', '64116_s.bmp', '64133_s.bmp', '64136_s.bmp', '64137_s.bmp', '7734_s.bmp', '7735_s.bmp', '7750_s.bmp', '7754_s.bmp')"
CG10391,6,dorsal,"('64138_s.bmp', '64139_s.bmp', '64143_s.bmp')"
CG10391,6,lateral,"('64120_s.bmp',)"
CG10391,6,ventral,"('7751_s.bmp',)"
CG10413,1,lateral,"('17231_s.bmp', '17231_s.bmp')"
CG10413,2,lateral,"('17240_s.bmp', '17240_s.bmp')"
CG10413,5,dorsal,"('71081_s.bmp', '71082_s.bmp', '71081_s.bmp', '71082_s.bmp')"
CG10413,5,lateral,"('71079_s.bmp', '71083_s.bmp', '71079_s.bmp', '71083_s.bmp', '17241_s.bmp', '17242_s.bmp', '17241_s.bmp', '17242_s.bmp')"
CG10413,6,dorsal,"('17233_s.bmp', '17233_s.bmp')"
CG10413,6,lateral,"('17236_s.bmp', '17238_s.bmp', '17239_s.bmp', '71080_s.bmp', '71080_s.bmp', '17236_s.bmp', '17238_s.bmp', '17239_s.bmp')"
CG10413,6,ventral,"('17234_s.bmp', '17235_s.bmp', '17237_s.bmp', '71084_s.bmp', '71084_s.bmp', '17234_s.bmp', '17235_s.bmp', '17237_s.bmp')"
CG10414,2,ventral,"('52451_s.bmp',)"
CG10414,3,lateral,"('52452_s.bmp',)"
CG10414,4,dorsal,"('52453_s.bmp',)"
CG10414,4,lateral,"('52454_s.bmp',)"
CG10414,5,lateral,"('52455_s.bmp',)"
CG10425,1,lateral,"('50967_s.bmp',)"
CG10425,5,lateral,"('50975_s.bmp', '50976_s.bmp')"
CG10425,6,dorsal,"('50971_s.bmp', '50978_s.bmp')"
CG10425,6,lateral,"('50970_s.bmp', '50972_s.bmp', '50977_s.bmp')"
CG10428,1,lateral,"('58775_s.bmp',)"
CG10428,2,lateral,"('58776_s.bmp',)"
CG10428,5,lateral,"('58778_s.bmp', '58781_s.bmp', '58782_s.bmp')"
CG10428,6,dorsal,"('58779_s.bmp', '58783_s.bmp')"
CG10428,6,ventral,"('58780_s.bmp',)"
CG10433,5,dorsal,"('67289_s.bmp', '67290_s.bmp')"
CG10433,5,lateral,"('67288_s.bmp',)"
CG10440,5,dorsal,"('25519_s.bmp',)"
CG10440,5,lateral,"('25508_s.bmp', '25510_s.bmp', '25518_s.bmp')"
CG10440,5,ventral,"('25509_s.bmp', '25517_s.bmp', '25520_s.bmp')"
CG10440,6,dorsal,"('25511_s.bmp', '25513_s.bmp', '25524_s.bmp', '25525_s.bmp')"
CG10440,6,lateral,"('25512_s.bmp', '25521_s.bmp', '25522_s.bmp')"
CG10440,6,ventral,"('25516_s.bmp',)"
CG10446,6,dorsal,"('22836_s.bmp', '22841_s.bmp')"
CG10446,6,lateral,"('8993_s.bmp', '22834_s.bmp', '22837_s.bmp', '22838_s.bmp')"
CG10446,6,ventral,"('22835_s.bmp', '22839_s.bmp', '22840_s.bmp')"
CG10449,1,lateral,"('69457_s.bmp',)"
CG10449,2,lateral,"('69448_s.bmp',)"
CG10449,3,ventral,"('69449_s.bmp',)"
CG10449,4,lateral,"('69450_s.bmp',)"
CG10449,5,lateral,"('69451_s.bmp',)"
CG10449,5,ventral,"('69452_s.bmp',)"
CG10449,6,dorsal,"('69453_s.bmp',)"
CG10449,6,lateral,"('69455_s.bmp',)"
CG10449,6,ventral,"('69454_s.bmp', '69456_s.bmp')"
CG1046,2,dorsal,"('68858_s.bmp', '68860_s.bmp', '68870_s.bmp', '68874_s.bmp', '68882_s.bmp', '68883_s.bmp', '68885_s.bmp', '68886_s.bmp', '68887_s.bmp', '68888_s.bmp', '72696_s.bmp')"
CG1046,2,lateral,"('68857_s.bmp', '68859_s.bmp', '68861_s.bmp', '68862_s.bmp', '68863_s.bmp', '68864_s.bmp', '68865_s.bmp', '68869_s.bmp', '68871_s.bmp', '68875_s.bmp', '68876_s.bmp', '68877_s.bmp', '68878_s.bmp', '68879_s.bmp', '68884_s.bmp', '72685_s.bmp', '72691_s.bmp', '72692_s.bmp', '72693_s.bmp', '72695_s.bmp', '72697_s.bmp')"
CG1046,2,ventral,"('68868_s.bmp', '68872_s.bmp', '68880_s.bmp', '72690_s.bmp')"
CG1046,3,dorsal,"('68891_s.bmp', '72686_s.bmp', '72687_s.bmp', '72689_s.bmp')"
CG1046,3,lateral,"('72688_s.bmp', '72694_s.bmp')"
CG10462,1,lateral,"('10255_s.bmp', '10265_s.bmp')"
CG10462,4,lateral,"('10258_s.bmp', '10259_s.bmp', '10268_s.bmp')"
CG10462,5,dorsal,"('10269_s.bmp',)"
CG10462,5,lateral,"('10260_s.bmp', '10261_s.bmp', '10271_s.bmp')"
CG10462,5,ventral,"('10263_s.bmp',)"
CG10462,6,lateral,"('10264_s.bmp', '10270_s.bmp')"
CG10467,1,lateral,"('38908_s.bmp',)"
CG10467,2,lateral,"('38909_s.bmp',)"
CG10467,3,lateral,"('38910_s.bmp',)"
CG10467,4,dorsal,"('38913_s.bmp', '38914_s.bmp')"
CG10467,4,lateral,"('38911_s.bmp', '38912_s.bmp')"
CG10467,5,dorsal,"('38917_s.bmp',)"
CG10467,5,lateral,"('38915_s.bmp', '38916_s.bmp')"
CG10467,6,dorsal,"('38919_s.bmp', '38922_s.bmp')"
CG10467,6,lateral,"('38918_s.bmp', '38921_s.bmp')"
CG10473,1,lateral,"('8422_s.bmp', '12459_s.bmp')"
CG10473,2,lateral,"('12460_s.bmp', '12466_s.bmp', '8423_s.bmp')"
CG10473,3,lateral,"('8424_s.bmp', '12467_s.bmp')"
CG10473,4,lateral,"('8425_s.bmp',)"
CG10473,5,lateral,"('12461_s.bmp', '12462_s.bmp', '12468_s.bmp', '12469_s.bmp')"
CG10473,6,dorsal,"('12463_s.bmp',)"
CG10473,6,lateral,"('12465_s.bmp', '8428_s.bmp')"
CG10473,6,ventral,"('12464_s.bmp',)"
CG10479,1,lateral,"('13453_s.bmp', '62410_s.bmp')"
CG10479,2,dorsal,"('62415_s.bmp', '62416_s.bmp', '62445_s.bmp', '62481_s.bmp', '62482_s.bmp', '13456_s.bmp', '13457_s.bmp', '13458_s.bmp', '13459_s.bmp')"
